Age,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_frequently,BusinessTravel_Travel_rarely,Department_Research & development,EducationField_Life sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical degree,Gender_Male,JobRole_Human resources,JobRole_Laboratory technician,JobRole_Manager,JobRole_Manufacturing director,JobRole_Research director,JobRole_Research scientist,JobRole_Sales representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes
26.0,841,6.0,3,1,164,3,46,2,1,2,2368.0,23300,1,19,3,3,80,0,5,3,2,5.0,4.0,4.0,3,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
58.0,147,23.0,4,1,165,4,94,3,3,4,10312.0,3465,1,12,3,4,80,1,40,3,2,18.0,10.0,7.5,6,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
19.0,528,22.0,1,1,167,4,50,3,1,3,1675.0,26820,1,19,3,4,80,0,0,2,2,0.0,0.0,0.0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True
22.0,594,2.0,1,1,169,3,100,3,1,4,2523.0,19299,0,14,3,3,80,1,3,2,3,2.0,1.0,2.0,1,False,True,True,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False
49.0,470,20.0,4,1,170,3,96,3,2,1,6567.0,5549,1,14,3,3,80,0,16,2,2,15.0,11.0,5.0,11,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
43.0,957,28.0,3,1,171,2,72,4,1,3,4739.0,16090,4,12,3,4,80,0,18,2,3,3.0,2.0,1.0,2,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
50.0,809,12.0,3,1,174,3,77,3,3,4,9208.0,6645,4,11,3,4,80,0,16,3,3,2.0,2.0,2.0,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
31.0,542,20.0,3,1,175,2,71,1,2,3,4559.0,24788,3,11,3,3,80,1,4,2,3,2.0,2.0,2.0,2,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
41.0,802,9.0,1,1,176,3,96,3,3,3,8189.0,21196,3,13,3,3,80,1,12,2,3,9.0,7.0,0.0,7,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
26.0,1355,25.0,1,1,177,3,61,3,1,3,2942.0,8916,1,23,4,4,80,1,8,3,3,8.0,7.0,5.0,7,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
36.0,216,6.0,2,1,178,2,84,3,2,2,4941.0,2819,6,20,4,4,80,2,7,0,3,3.0,2.0,0.0,1,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
51.0,1150,8.0,4,1,179,1,53,1,3,4,10650.0,25150,2,15,3,4,80,0,18,2,3,4.0,2.0,0.0,3,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
39.0,1329,4.0,4,1,182,4,47,2,2,3,5902.0,14590,4,14,3,3,80,1,17,1,4,15.0,11.0,5.0,9,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,959,28.0,3,1,183,1,41,2,2,3,8639.0,24835,2,18,3,4,80,0,6,3,3,2.0,2.0,2.0,2,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
30.0,1240,9.0,3,1,184,3,48,3,2,4,6347.0,13982,0,19,3,4,80,0,12,2,1,11.0,9.0,4.0,7,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True
32.0,1033,9.0,3,1,190,1,41,3,1,1,4200.0,10224,7,22,4,1,80,0,10,2,4,5.0,4.0,0.0,4,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
45.0,1316,29.0,3,1,192,3,83,3,1,4,3452.0,9752,5,13,3,2,80,0,9,2,2,6.0,5.0,0.0,3,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
38.0,364,3.0,5,1,193,4,32,3,2,3,4317.0,2302,3,20,4,2,80,0,19,2,3,3.0,2.0,2.0,2,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True
30.0,438,18.0,3,1,194,1,75,3,1,3,2632.0,23910,1,14,3,3,80,0,5,4,2,5.0,4.0,0.0,4,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
32.0,689,9.0,2,1,195,4,35,1,2,4,4668.0,22812,0,17,3,4,80,3,9,2,4,8.0,7.0,0.0,7,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
30.0,201,5.0,3,1,197,4,84,3,1,1,3204.0,10415,5,14,3,4,80,1,8,3,3,3.0,2.0,2.0,2,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
30.0,1427,2.0,1,1,198,2,35,2,1,4,2720.0,11162,0,13,3,4,80,0,6,3,3,5.0,3.0,1.0,2,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
41.0,857,10.0,3,1,199,4,91,2,4,1,16581.0,12888,4,13,3,2,80,1,21,2,2,7.0,6.0,7.0,7,True,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
41.0,933,9.0,4,1,200,3,94,3,1,1,2238.0,6961,2,21,4,4,80,1,7,2,3,5.0,0.0,1.0,4,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
19.0,1181,3.0,1,1,201,2,79,3,1,2,1483.0,16102,1,14,3,4,80,0,1,3,3,1.0,0.0,0.0,0,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
40.0,1395,26.0,3,1,202,2,54,3,2,2,5605.0,8504,1,11,3,1,80,1,20,2,3,18.0,7.0,2.0,13,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
35.0,662,1.0,5,1,204,3,94,3,3,2,7295.0,11439,1,13,3,1,80,2,10,3,3,10.0,8.0,0.0,6,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
53.0,1436,6.0,2,1,205,2,34,3,2,3,2306.0,16047,2,20,4,4,80,1,13,3,1,7.0,7.0,4.0,5,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,True
45.0,194,9.0,3,1,206,2,60,3,2,2,2348.0,10901,8,18,3,3,80,1,20,2,1,17.0,9.0,0.0,15,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
32.0,967,8.0,3,1,207,2,43,3,3,4,8998.0,15589,1,14,3,4,80,0,9,2,3,9.0,8.0,3.0,7,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
29.0,1496,1.0,1,1,208,4,41,3,2,3,4319.0,26283,1,13,3,1,80,1,10,1,3,10.0,7.0,0.0,9,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False
51.0,1169,7.0,4,1,211,2,34,2,2,3,6132.0,13983,2,17,3,3,80,0,10,2,3,1.0,0.0,0.0,0,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False
58.0,1145,9.0,3,1,214,2,75,2,1,2,3346.0,11873,4,20,4,2,80,1,9,3,2,1.0,0.0,0.0,0,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
40.0,630,4.0,4,1,215,3,67,2,3,4,10855.0,8552,7,11,3,1,80,1,15,2,2,12.0,11.0,2.0,11,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
34.0,303,2.0,4,1,216,3,75,3,1,3,2231.0,11314,6,18,3,4,80,1,6,3,3,4.0,3.0,1.0,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
22.0,1256,19.0,1,1,217,3,80,3,1,4,2323.0,11992,1,24,4,1,80,2,2,6,3,2.0,2.0,2.0,2,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False
27.0,691,9.0,3,1,218,4,57,3,1,2,2024.0,5970,6,18,3,4,80,1,6,1,1,2.0,2.0,2.0,2,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
28.0,440,21.0,3,1,221,3,42,3,1,4,2713.0,6672,1,11,3,3,80,1,5,2,1,5.0,2.0,0.0,2,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False
57.0,334,24.0,2,1,223,3,83,4,3,4,9439.0,23402,3,16,3,2,80,1,12,2,1,5.0,3.0,1.0,4,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
27.0,1450,3.0,3,1,224,3,79,2,1,3,2566.0,25326,1,15,3,4,80,1,1,2,2,1.0,1.0,0.0,1,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
50.0,1452,11.0,3,1,226,3,53,3,5,2,16581.0,17053,3,15,3,2,80,0,21,5,3,5.0,4.0,4.0,4,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
41.0,465,14.0,3,1,227,1,56,3,1,3,2451.0,4609,4,12,3,1,80,1,13,2,3,9.0,8.0,1.0,8,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
30.0,1339,5.0,3,1,228,2,41,3,3,4,9419.0,8053,2,12,3,3,80,1,12,2,3,10.0,9.0,7.0,4,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
38.0,702,1.0,4,1,230,1,59,2,2,4,8686.0,12930,4,22,4,3,80,0,12,2,4,8.0,3.0,0.0,7,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
32.0,120,6.0,5,1,231,3,43,3,1,3,3038.0,12430,3,20,4,1,80,0,8,2,3,5.0,4.0,1.0,4,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
27.0,1157,17.0,3,1,233,3,51,3,1,2,3058.0,13364,0,16,3,4,80,1,6,3,2,5.0,2.0,1.0,1,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,True
19.0,602,1.0,1,1,235,3,100,1,1,1,2325.0,20989,0,21,4,1,80,0,1,5,4,0.0,0.0,0.0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
36.0,1480,3.0,2,1,238,4,30,3,1,2,2088.0,15062,4,12,3,3,80,0,13,3,2,8.0,7.0,7.0,2,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
30.0,111,9.0,3,1,239,3,66,3,2,1,3072.0,11012,1,11,3,3,80,2,12,4,3,12.0,9.0,6.0,10,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
45.0,1268,4.0,2,1,240,3,30,3,2,1,5006.0,6319,4,11,3,1,80,1,9,3,4,5.0,4.0,0.0,3,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
56.0,713,8.0,3,1,241,3,67,3,1,1,4257.0,13939,4,18,3,3,80,1,19,3,3,2.0,2.0,2.0,2,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
33.0,134,2.0,3,1,242,3,90,3,1,4,2500.0,10515,0,14,3,1,80,0,4,2,4,3.0,1.0,0.0,2,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
19.0,303,2.0,3,1,243,2,47,2,1,4,1102.0,9241,1,22,4,3,80,0,1,3,2,1.0,0.0,1.0,0,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
46.0,526,1.0,2,1,244,2,92,3,3,1,10453.0,2137,1,25,4,3,80,3,24,2,3,18.0,13.0,7.5,7,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
38.0,1380,9.0,2,1,245,3,75,3,1,4,2288.0,6319,1,12,3,3,80,0,2,3,3,2.0,2.0,2.0,1,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
31.0,140,12.0,1,1,246,3,95,3,1,4,3929.0,6984,8,23,4,3,80,1,7,0,3,4.0,2.0,0.0,2,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
34.0,629,27.0,2,1,247,4,95,3,1,2,2311.0,5711,2,15,3,4,80,0,9,3,3,3.0,2.0,1.0,2,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
41.0,1356,20.0,2,1,248,2,70,3,1,2,3140.0,21728,1,22,4,4,80,0,4,5,2,4.0,3.0,0.0,2,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True
50.0,328,1.0,3,1,249,3,86,2,1,3,3690.0,3425,2,15,3,4,80,1,5,2,2,3.0,2.0,0.0,2,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False
53.0,1084,13.0,2,1,250,4,57,4,2,1,4450.0,26250,1,11,3,3,80,2,5,3,3,4.0,2.0,1.0,3,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
33.0,931,14.0,3,1,252,4,72,3,1,2,2756.0,4673,1,13,3,4,80,1,8,5,3,8.0,7.0,1.0,6,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
40.0,989,4.0,1,1,253,4,46,3,5,3,16581.0,6499,1,14,3,2,80,1,21,2,3,18.0,8.0,7.5,9,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
55.0,692,14.0,4,1,254,3,61,4,5,2,16581.0,13339,8,11,3,4,80,0,36,3,3,18.0,14.5,2.0,15,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
34.0,1069,2.0,1,1,256,4,45,2,2,3,9547.0,14074,1,17,3,3,80,0,10,2,2,10.0,9.0,1.0,9,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
51.0,313,3.0,3,1,258,4,98,3,4,2,13734.0,7192,3,18,3,3,80,0,21,6,3,7.0,7.0,1.0,0,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
52.0,699,1.0,4,1,259,3,65,2,5,3,16581.0,5678,0,14,3,1,80,1,34,5,3,18.0,14.5,7.5,9,False,True,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
27.0,894,9.0,3,1,260,4,99,3,1,2,2279.0,11781,1,16,3,4,80,0,7,2,2,7.0,7.0,0.0,3,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
35.0,556,23.0,2,1,261,2,50,2,2,3,5916.0,15497,3,13,3,1,80,0,8,1,3,1.0,0.0,0.0,1,False,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True
43.0,1344,7.0,3,1,262,4,37,4,1,4,2089.0,5228,4,14,3,4,80,3,7,3,4,5.0,4.0,2.0,2,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
45.0,1195,2.0,2,1,264,1,65,2,4,4,16581.0,20462,9,23,4,4,80,1,22,1,3,18.0,8.0,7.5,8,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False
37.0,290,21.0,3,1,267,2,65,4,1,1,3564.0,22977,1,12,3,1,80,1,8,3,2,8.0,7.0,1.0,7,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True
35.0,138,2.0,3,1,269,2,37,3,2,2,4425.0,15986,5,11,3,4,80,0,10,5,3,6.0,2.0,1.0,2,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
42.0,926,21.0,2,1,270,3,36,3,2,3,5265.0,16439,2,16,3,2,80,1,11,5,3,5.0,3.0,0.0,2,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
38.0,1261,2.0,4,1,271,4,88,3,2,3,6553.0,7259,9,14,3,2,80,0,14,3,3,1.0,0.0,0.0,0,False,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
38.0,1084,29.0,3,1,273,4,54,3,2,4,6261.0,4185,3,18,3,1,80,1,9,3,1,7.0,7.0,1.0,7,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False
27.0,472,1.0,1,1,274,3,60,2,2,1,4298.0,9679,5,19,3,3,80,1,6,1,3,2.0,2.0,2.0,0,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False
49.0,1002,18.0,4,1,275,4,92,3,2,4,6804.0,23793,1,15,3,1,80,2,7,0,3,7.0,7.0,1.0,7,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
34.0,878,10.0,4,1,277,4,43,3,1,3,3815.0,5972,1,17,3,4,80,1,5,4,4,5.0,3.0,2.0,0,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
40.0,905,19.0,2,1,281,3,99,3,2,4,2741.0,16523,8,15,3,3,80,1,15,2,4,7.0,2.0,3.0,7,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True
38.0,1180,29.0,1,1,282,2,70,3,2,1,6673.0,11354,7,19,3,2,80,0,17,2,3,1.0,0.0,0.0,0,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
29.0,121,27.0,3,1,283,2,35,3,3,4,7639.0,24525,1,22,4,4,80,3,10,3,2,10.0,4.0,1.0,9,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
22.0,1136,5.0,3,1,284,4,60,4,1,2,2328.0,12392,1,16,3,1,80,1,4,2,2,4.0,2.0,2.0,2,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
36.0,635,18.0,1,1,286,2,73,3,1,4,2153.0,7703,1,13,3,1,80,0,8,2,3,8.0,1.0,1.0,7,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
40.0,1151,9.0,5,1,287,4,63,2,2,4,4876.0,14242,9,14,3,4,80,1,5,5,1,3.0,2.0,0.0,2,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
46.0,644,1.0,4,1,288,4,97,3,3,1,9396.0,12368,7,16,3,3,80,1,17,3,3,4.0,2.0,0.0,3,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
32.0,1045,4.0,4,1,291,4,32,1,3,4,10400.0,25812,1,11,3,3,80,0,14,2,2,14.0,8.0,7.5,8,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
30.0,829,1.0,1,1,292,3,88,2,3,3,8474.0,20925,1,22,4,3,80,0,12,2,3,11.0,8.0,5.0,8,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
27.0,1242,20.0,3,1,293,4,90,3,2,3,9981.0,12916,1,14,3,4,80,0,7,2,3,7.0,7.0,0.0,7,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
51.0,1469,8.0,4,1,296,2,81,2,3,2,12490.0,15736,5,16,3,4,80,2,16,5,1,10.0,9.0,4.0,7,False,True,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
30.0,1005,3.0,3,1,297,4,88,3,1,1,2657.0,8556,5,11,3,3,80,0,8,5,3,5.0,2.0,0.0,4,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True
41.0,896,6.0,3,1,298,4,75,3,3,4,13591.0,14674,3,18,3,3,80,0,16,3,3,1.0,0.0,0.0,0,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True
30.0,334,26.0,4,1,299,3,52,2,2,1,6696.0,22967,5,15,3,3,80,0,9,5,2,6.0,3.0,0.0,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
29.0,992,1.0,3,1,300,3,85,3,1,3,2058.0,19757,0,14,3,4,80,0,7,1,2,6.0,2.0,1.0,5,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False
45.0,1052,6.0,3,1,302,4,57,2,3,4,8865.0,16840,6,12,3,4,80,0,23,2,3,18.0,7.0,7.5,8,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
54.0,1147,3.0,3,1,303,4,52,3,2,1,5940.0,17011,2,14,3,4,80,1,16,4,3,6.0,2.0,0.0,5,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
36.0,1396,5.0,2,1,304,4,62,3,2,2,5914.0,9945,8,16,3,4,80,0,16,3,4,13.0,11.0,3.0,7,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
33.0,147,4.0,4,1,305,3,47,2,1,2,2622.0,13248,6,21,4,4,80,0,7,3,3,3.0,2.0,1.0,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
37.0,663,11.0,3,1,306,2,47,3,3,4,12185.0,10056,1,14,3,3,80,3,10,1,3,10.0,8.0,0.0,7,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
38.0,119,3.0,3,1,307,1,76,3,3,3,10609.0,9647,0,12,3,3,80,2,17,6,2,16.0,10.0,5.0,13,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
31.0,979,1.0,4,1,308,3,90,1,2,3,4345.0,4381,0,12,3,4,80,1,6,2,3,5.0,4.0,1.0,4,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False
59.0,142,3.0,3,1,309,3,70,2,1,4,2177.0,8456,3,17,3,1,80,1,7,6,3,1.0,0.0,0.0,0,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
37.0,319,4.0,4,1,311,1,41,3,1,4,2793.0,2539,4,17,3,3,80,1,13,2,3,9.0,8.0,5.0,8,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
29.0,1413,1.0,1,1,312,2,42,3,3,4,7918.0,6599,1,14,3,4,80,1,11,5,3,11.0,10.0,4.0,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
35.0,944,1.0,3,1,314,3,92,3,3,3,8789.0,9096,1,14,3,1,80,0,10,3,4,10.0,7.0,0.0,8,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
29.0,896,18.0,1,1,315,3,86,2,1,4,2389.0,14961,1,13,3,3,80,0,4,3,2,4.0,3.0,0.0,1,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True
52.0,1323,2.0,3,1,316,3,89,2,1,4,3212.0,3300,7,15,3,2,80,0,6,3,2,2.0,2.0,2.0,2,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
42.0,532,4.0,2,1,319,3,58,3,5,4,16581.0,4933,1,11,3,4,80,0,22,3,3,18.0,14.5,7.5,15,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False
59.0,818,6.0,2,1,321,2,52,3,1,3,2267.0,25657,8,17,3,4,80,0,7,2,2,2.0,2.0,2.0,2,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False
50.0,854,1.0,4,1,323,4,68,3,5,4,16581.0,24118,3,11,3,3,80,1,32,3,2,7.0,0.0,0.0,6,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
